TICKER,Month,VOL,RETC,RETN,sprtrn,SPREAD,OSC,CAPEI,bm,pe_op_basic,pe_exi,ps,pcf,dpr,npm,opmad,roa,roe,efftax,totdebt_invcap,capital_ratio,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,ocf_lct,cash_debt,fcf_ocf,de_ratio,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,ptb,PEG_trailing,divyield,b_mkt,alpha,ivol,tvol
V,201605,1464599,0.023822,-0.060426,0.015329,0.01,0.036356727,32.56,0.178,28.294,27.993,10.53,22.564,0.184,0.48,0.657,0.228,0.208,0.296,0.213,0.213,0.029428571,0.842,0,0.08,0.804,0,1.232,0.633,0.931,0.614,21.90260714,2.795,3.268,3.268,209.1381667,14.75311538,0.302,0.384,0.488,1.164,0,0.063,0.15,4.643,0.953,0.0071,0.966427586,0.005251724,0.070365517,0.083472414
V,201606,2332272,-0.060426,0.052312,0.000906,0.01,0.112039908,30.592,0.178,26.584,26.301,9.893,21.2,0.184,0.48,0.657,0.228,0.208,0.296,0.213,0.213,0.029321429,0.842,0,0.08,0.804,0,1.232,0.633,0.931,0.614,21.94582143,2.795,3.268,3.268,207.2055,14.7565,0.302,0.384,0.488,1.164,0,0.063,0.15,4.362,0.896,0.0076,0.966048276,0.00522069,0.070365517,0.083434483
V,201607,1839757,0.052312,0.038309,0.03561,0.01,0.074951954,31.882,0.178,27.975,27.677,10.311,22.094,0.184,0.48,0.657,0.228,0.208,0.296,0.213,0.213,0.029464286,0.842,0,0.08,0.804,0,1.232,0.633,0.931,0.614,21.42292857,2.795,3.268,3.268,206.924375,14.757,0.302,0.384,0.488,1.164,0,0.063,0.15,4.546,0.942,0.0072,0.964903448,0.005148276,0.070348276,0.0834
V,201608,1492679,0.038309,0.02225,-0.001219,0.01,0.035970334,32.337,0.183,28.996,35.022,10.604,31.428,0.234,0.387,0.666,0.213,0.169,0.296,0.282,0.282,0.0295,0.699,0,0.088,1.183,0,0.822,0.633,0.893,0.76,20.08689286,2.723,3.174,3.174,193.8273333,15.058,0.27,0.341,0.475,1.12,0,0.063,0.15,4.756,9.2122,0.0069,0.964903448,0.005203448,0.070231034,0.083303448
V,201609,1790207,0.02225,-0.002297,-0.001234,0.01,0.024909311,33.056,0.183,29.642,35.801,10.84,32.127,0.234,0.387,0.666,0.213,0.169,0.296,0.282,0.282,0.029392857,0.699,0,0.088,1.183,0,0.822,0.633,0.893,0.76,20.089,2.723,3.174,3.174,193.9767917,15.066,0.27,0.341,0.475,1.12,0,0.063,0.15,4.862,9.21245,0.0068,0.964948276,0.005141379,0.070086207,0.083162069
V,201610,1787152,-0.002297,-0.060902,-0.019426,0.01,0.021573143,32.71,0.183,29.573,35.719,10.727,31.791,0.234,0.387,0.666,0.213,0.169,0.296,0.282,0.282,0.029142857,0.699,0,0.088,1.183,0,0.822,0.633,0.893,0.76,19.17928571,2.723,3.174,3.174,194.0807083,15.07965385,0.27,0.341,0.475,1.12,0,0.063,0.15,4.811,9.559157895,0.0068,0.965186207,0.00512069,0.070034483,0.083110345
V,201611,2347849,-0.060902,0.009053,0.034174,0.01,0.076564925,29.018,0.165,26.122,31.177,9.574,25.906,0.228,0.397,0.665,0.202,0.182,0.252,0.325,0.325,0.054,0.352,0,0.191,1.509,0,0.693,0.179,0.906,0.946,23.475,1.363,1.779,1.779,188.0390417,15.00980769,0.289,0.309,0.458,2.407,0,0.058,0.148,4.512,3.18,0.0085,0.963313793,0.00502069,0.069965517,0.083044828
V,201612,2449213,0.009053,0.060113,0.018201,0.01,0.052166111,29.083,0.165,26.358,31.46,9.596,25.964,0.228,0.397,0.665,0.202,0.182,0.252,0.325,0.325,0.054,0.352,0,0.191,1.509,0,0.693,0.179,0.906,0.946,23.475,1.363,1.779,1.779,187.6012083,15.04119231,0.289,0.309,0.458,2.407,0,0.058,0.148,4.522,3.208,0.0085,0.963472414,0.005075862,0.069834483,0.082924138
V,201701,1592046,0.060113,0.065228,0.017884,0.01,0.05319792,30.832,0.165,27.943,33.351,10.173,27.525,0.228,0.397,0.665,0.202,0.182,0.252,0.325,0.325,0.054,0.352,0,0.191,1.509,0,0.693,0.179,0.906,0.946,23.475,1.363,1.779,1.779,187.62375,15.02280769,0.289,0.309,0.458,2.407,0,0.058,0.148,4.794,3.401,0.008,0.962934483,0.004993103,0.069731034,0.082803448
V,201702,1677919,0.065228,0.010575,0.037198,0.01,0.069706618,32.99,0.17,29.119,34.759,10.226,26.773,0.235,0.383,0.672,0.19,0.189,0.252,0.34,0.328,0.034,0.465,0,0.135,1.422,0.036,0.78,0.179,0.907,0.94,19.968,1.768,2.163,2.163,201.1533043,15.49319231,0.26,0.339,0.505,1.757,0,0.058,0.148,5.3,2.492526316,0.0075,0.963641379,0.005027586,0.069665517,0.082786207
V,201703,1769231,0.010575,0.026443,-0.000389,0.01,0.024530213,33.339,0.17,29.427,35.126,10.334,27.056,0.235,0.383,0.672,0.19,0.189,0.252,0.34,0.328,0.034,0.465,0,0.135,1.422,0.036,0.78,0.179,0.907,0.94,19.968,1.768,2.163,2.163,203.5326087,15.51742308,0.26,0.339,0.505,1.757,0,0.058,0.148,5.356,2.439736842,0.0074,0.963765517,0.005010345,0.069558621,0.082675862
V,201704,1567474,0.026443,0.045768,0.009091,0.03,0.037601403,34.004,0.17,30.205,36.055,10.54,27.595,0.235,0.383,0.672,0.19,0.189,0.252,0.34,0.328,0.034,0.465,0,0.135,1.422,0.036,0.78,0.179,0.907,0.94,19.968,1.768,2.163,2.163,203.4326087,15.51392308,0.26,0.339,0.505,1.757,0,0.058,0.148,5.463,2.503894737,0.0072,0.96432069,0.00507931,0.069486207,0.082624138
V,201705,1582246,0.045768,-0.015226,0.011576,0.01,0.041688544,35.272,0.151,29.483,47.615,10.447,31.069,0.312,0.288,0.672,0.193,0.152,0.252,0.34,0.319,0.034,0.343,0,0.207,1.353,0.063,0.622,0.179,0.896,0.984,20.906,1.191,1.619,1.619,182.629,16.07788462,0.265,0.358,0.525,2.991,0,0.058,0.148,5.687,4.417047619,0.0069,0.964165517,0.005027586,0.069451724,0.082568966
V,201706,1999478,-0.015226,0.061634,0.004814,0.01,0.032522926,34.735,0.151,29.034,46.89,10.288,30.596,0.312,0.288,0.672,0.193,0.152,0.252,0.34,0.319,0.034,0.343,0,0.207,1.353,0.063,0.622,0.179,0.896,0.984,20.906,1.191,1.619,1.619,180.21425,16.06246154,0.265,0.358,0.525,2.991,0,0.058,0.148,5.6,4.42247619,0.007,0.9643,0.005027586,0.069427586,0.082548276
V,201707,1567859,0.061634,0.041432,0.019349,0.01,0.076335878,36.539,0.151,30.824,49.78,10.823,32.184,0.312,0.288,0.672,0.193,0.152,0.252,0.34,0.319,0.034,0.343,0,0.207,1.353,0.063,0.622,0.179,0.896,0.984,20.906,1.191,1.619,1.619,180.026875,16.07088462,0.265,0.358,0.525,2.991,0,0.058,0.148,5.891,4.411409091,0.0066,0.966113793,0.005,0.069324138,0.08242069
V,201708,1518727,0.041432,0.016615,0.000546,0.01,0.044242658,36.133,0.15,30.447,38.483,10.661,21.295,0.243,0.365,0.669,0.195,0.206,0.252,0.345,0.314,0.034,0.352,0,0.202,1.29,0.091,0.934,0.179,0.927,0.999,21.595,1.176,1.581,1.581,190.3785,16.51734615,0.279,0.383,0.558,3.212,0,0.058,0.148,5.862,3.092761905,0.0064,0.965768966,0.00497931,0.0693,0.082386207
V,201709,1412741,0.016615,0.04504,0.019303,0.01,0.031071836,36.734,0.15,30.953,39.123,10.838,21.649,0.243,0.365,0.669,0.195,0.206,0.252,0.345,0.314,0.034,0.352,0,0.202,1.29,0.091,0.934,0.179,0.927,0.999,21.595,1.176,1.581,1.581,190.4625417,16.47230769,0.279,0.383,0.558,3.212,0,0.058,0.148,5.959,3.133,0.0063,0.963803448,0.004855172,0.069265517,0.082262069
V,201710,1428740,0.04504,0.025505,0.022188,0.01,0.04300782,38.15,0.15,32.347,40.885,11.256,22.483,0.243,0.365,0.669,0.195,0.206,0.252,0.345,0.314,0.034,0.352,0,0.202,1.29,0.091,0.934,0.179,0.927,0.999,21.595,1.176,1.581,1.581,190.6089583,16.48819231,0.279,0.383,0.558,3.212,0,0.058,0.148,6.189,3.36385,0.006,0.96412069,0.004906897,0.069303448,0.082313793
V,201711,1371786,0.025505,0.012701,0.028083,0.02,0.031441513,34.682,0.139,32.077,40.211,11.122,22.174,0.244,0.365,0.673,0.196,0.205,0.427,0.372,0.337,0.033,0.442,0,0.142,1.423,0.095,0.921,0.261,0.923,1.075,21.945,1.558,1.903,1.903,195.885875,16.81573077,0.278,0.372,0.56,2.033,0,0.05,0.143,6.147,4.196,0.0069,0.962972414,0.004889655,0.069217241,0.082151724
V,201712,1785172,0.012701,0.089546,0.009832,0.02,0.060691107,35.072,0.139,32.484,40.721,11.247,22.423,0.244,0.365,0.673,0.196,0.205,0.427,0.372,0.337,0.033,0.442,0,0.142,1.423,0.095,0.921,0.261,0.923,1.075,21.945,1.558,1.903,1.903,195.7189167,16.79634615,0.278,0.372,0.56,2.033,0,0.05,0.143,6.216,4.249,0.0068,0.96237931,0.004948276,0.069137931,0.082062069
V,201801,1513965,0.089546,-0.008694,0.056179,0.02,0.095065604,38.212,0.139,35.393,44.368,12.254,24.431,0.244,0.365,0.673,0.196,0.205,0.427,0.372,0.337,0.033,0.442,0,0.142,1.423,0.095,0.921,0.261,0.923,1.075,21.945,1.558,1.903,1.903,195.6717917,16.79346154,0.278,0.372,0.56,2.033,0,0.05,0.143,6.773,4.63,0.0063,0.960793103,0.004882759,0.06902069,0.081948276
V,201802,1865052,-0.008694,-0.027005,-0.038947,0.04,0.096469823,38.839,0.128,32.872,40.844,11.814,23.422,0.237,0.381,0.67,0.203,0.225,0.427,0.351,0.323,0.035,0.386,0,0.186,1.272,0.079,0.994,0.261,0.928,1.036,21.818,1.351,1.774,1.774,186.0834167,16.38832,0.286,0.394,0.582,2.547,0,0.05,0.143,6.709,3.085416667,0.0068,0.961751724,0.0048,0.068989655,0.081958621
V,201803,1846916,-0.027005,0.060692,-0.026885,0.02,0.066209664,37.79,0.128,31.984,39.741,11.495,22.789,0.237,0.381,0.67,0.203,0.225,0.427,0.351,0.323,0.035,0.386,0,0.186,1.272,0.079,0.994,0.261,0.928,1.036,21.818,1.351,1.774,1.774,188.701375,16.3762,0.286,0.394,0.582,2.547,0,0.05,0.143,6.528,3.051090909,0.007,0.962210345,0.004768966,0.0689,0.081844828
V,201804,1652386,0.060692,0.03192,0.002719,0.03,0.073928121,39.718,0.128,33.925,42.153,12.081,23.951,0.237,0.381,0.67,0.203,0.225,0.427,0.351,0.323,0.035,0.386,0,0.186,1.272,0.079,0.994,0.261,0.928,1.036,21.818,1.351,1.774,1.774,188.7195417,16.37748,0.286,0.394,0.582,2.547,0,0.05,0.143,6.861,3.036636364,0.0066,0.960265517,0.004675862,0.068737931,0.081634483
V,201805,1475623,0.03192,0.013234,0.021608,0.01,0.042151163,38.574,0.126,33.262,33.094,12.063,19.644,0.192,0.482,0.667,0.205,0.288,0.427,0.344,0.326,0.035,0.407,0,0.168,1.252,0.052,1.271,0.261,0.937,1.028,21.719,1.478,1.886,1.886,196.7490833,15.85932,0.289,0.395,0.586,2.336,0,0.05,0.143,6.921,1.048,0.0064,0.961224138,0.004634483,0.068662069,0.081524138
V,201806,1547213,0.013234,0.03239,0.004842,0.03,0.040996527,39.085,0.126,33.702,33.532,12.223,19.904,0.192,0.482,0.667,0.205,0.288,0.427,0.344,0.326,0.035,0.407,0,0.168,1.252,0.052,1.271,0.261,0.937,1.028,21.719,1.478,1.886,1.886,194.2985,15.81752,0.289,0.395,0.586,2.336,0,0.05,0.143,7.012,1.062,0.0063,0.961851724,0.004641379,0.068537931,0.0814
V,201807,1615625,0.03239,0.075764,0.036022,0.01,0.081834132,40.136,0.126,34.794,34.618,12.552,20.439,0.192,0.482,0.667,0.205,0.288,0.427,0.344,0.326,0.035,0.407,0,0.168,1.252,0.052,1.271,0.261,0.937,1.028,21.719,1.478,1.886,1.886,193.9817917,15.8268,0.289,0.395,0.586,2.336,0,0.05,0.143,7.201,1.096,0.0061,0.961193103,0.004658621,0.068455172,0.081234483
V,201808,1431573,0.075764,0.021785,0.030263,0.00999,0.059772619,41.687,0.111,34.726,35.914,13.029,21.773,0.197,0.479,0.667,0.208,0.29,0.427,0.341,0.332,0.036,0.416,0,0.166,1.222,0.026,1.234,0.261,0.94,1.039,21.941,1.487,1.888,1.888,185.6155,15.41508,0.294,0.4,0.6,2.323,0,0.05,0.143,7.993,1.654,0.0057,0.957910345,0.004758621,0.068310345,0.080989655
V,201809,1475005,0.021785,-0.081551,0.004294,0.01,0.049437004,42.596,0.111,35.482,36.697,13.313,22.248,0.197,0.479,0.667,0.208,0.29,0.427,0.341,0.332,0.036,0.416,0,0.166,1.222,0.026,1.234,0.261,0.94,1.039,21.941,1.487,1.888,1.888,185.3624167,15.44456,0.294,0.4,0.6,2.323,0,0.05,0.143,8.167,1.69,0.0056,0.78,0.0134,0.0553,0.0649
V,201810,2540920,-0.081551,0.029815,-0.069403,0.03,0.130794332,39.122,0.111,32.589,33.704,12.227,20.433,0.197,0.479,0.667,0.208,0.29,0.427,0.341,0.332,0.036,0.416,0,0.166,1.222,0.026,1.234,0.261,0.94,1.039,21.941,1.487,1.888,1.888,185.33575,15.48028,0.294,0.4,0.6,2.323,0,0.05,0.143,7.501,1.552,0.0061,0.7928,0.013,0.0552,0.0653
V,201811,2087662,0.029815,-0.068944,0.017859,0.01,0.087220373,35.875,0.1,31.145,32.061,12.101,19.616,0.193,0.5,0.667,0.209,0.31,0.196,0.328,0.328,0.035,0.412,0,0.158,1.157,0,1.125,0.361,0.944,1.036,22.514,1.285,1.611,1.611,180.3529167,15.88256,0.3,0.407,0.606,2.982,0,0.048,0.154,7.522,1.438,0.0071,0.7929,0.013,0.055,0.0651
V,201812,2426777,-0.068944,0.023268,-0.091777,0.03,0.176368046,33.353,0.1,28.998,29.851,11.25,18.237,0.193,0.5,0.667,0.209,0.31,0.196,0.328,0.328,0.035,0.412,0,0.158,1.157,0,1.125,0.361,0.944,1.036,22.514,1.285,1.611,1.611,180.1919583,15.86944,0.3,0.407,0.606,2.982,0,0.048,0.154,6.993,1.339,0.0076,0.7961,0.0129,0.0547,0.0653
V,201901,1932054,0.023268,0.098956,0.078684,0.00999,0.078068297,33.992,0.1,29.673,30.545,11.465,18.587,0.193,0.5,0.667,0.209,0.31,0.196,0.328,0.328,0.035,0.412,0,0.158,1.157,0,1.125,0.361,0.944,1.036,22.514,1.285,1.611,1.611,180.2192083,15.84256,0.3,0.407,0.606,2.982,0,0.048,0.154,7.127,1.37,0.0074,0.7791,0.0126,0.0548,0.065
V,201902,1547762,0.098956,0.054483,0.029729,0.02001,0.053807791,38.07,0.115,31.118,31.922,12.198,19.572,0.196,0.506,0.666,0.216,0.325,0.196,0.329,0.329,0.036,0.405,0,0.186,1.125,0,1.173,0.361,0.945,1.052,23.471,1.277,1.668,1.668,176.7512609,15.10308,0.306,0.421,0.627,2.818,0,0.048,0.154,7.746,1.463,0.0068,0.7848,0.013,0.0548,0.0652
V,201903,2074016,0.054483,0.052756,0.017924,0.00999,0.059927012,40.145,0.115,32.813,33.662,12.862,20.639,0.196,0.506,0.666,0.216,0.325,0.196,0.329,0.329,0.036,0.405,0,0.186,1.125,0,1.173,0.361,0.945,1.052,23.471,1.277,1.668,1.668,179.1313478,15.14332,0.306,0.421,0.627,2.818,0,0.048,0.154,8.168,1.543,0.0064,0.7851,0.0132,0.0546,0.065
V,201904,1364907,0.052756,-0.017333,0.039313,0.01,0.043605184,41.992,0.115,34.544,35.438,13.454,21.589,0.196,0.506,0.666,0.216,0.325,0.196,0.329,0.329,0.036,0.405,0,0.186,1.125,0,1.173,0.361,0.945,1.052,23.471,1.277,1.668,1.668,179.0699565,15.15288,0.306,0.421,0.627,2.818,0,0.048,0.154,8.544,1.624,0.0061,0.7858,0.0133,0.0544,0.0648
V,201905,1472821,-0.017333,0.075745,-0.065778,0.00999,0.046736503,39.544,0.099,32.266,33.333,12.944,22.464,0.197,0.513,0.668,0.217,0.335,0.196,0.329,0.329,0.035,0.405,0,0.175,1.1,0,1.063,0.361,0.946,1.056,24.542,1.234,1.602,1.602,186.9510435,15.82512,0.311,0.429,0.639,3.064,0,0.048,0.154,8.32,1.099,0.0062,0.7795,0.0135,0.0543,0.0646
V,201906,1588851,0.075745,0.025641,0.06893,0.03,0.087870931,42.539,0.099,34.71,35.857,13.925,24.165,0.197,0.513,0.668,0.217,0.335,0.196,0.329,0.329,0.035,0.405,0,0.175,1.1,0,1.063,0.361,0.946,1.056,24.542,1.234,1.602,1.602,186.6922174,15.82832,0.311,0.429,0.639,3.064,0,0.048,0.154,8.95,1.183,0.0058,0.781,0.0135,0.0541,0.0646
V,201907,1267363,0.025641,0.017247,0.013128,0.03,0.054775281,43.328,0.099,35.6,36.777,14.183,24.614,0.197,0.513,0.668,0.217,0.335,0.196,0.329,0.329,0.035,0.405,0,0.175,1.1,0,1.063,0.361,0.946,1.056,24.542,1.234,1.602,1.602,186.5361739,15.82804,0.311,0.429,0.639,3.064,0,0.048,0.154,9.116,1.213,0.0056,0.781,0.0135,0.0539,0.0643
V,201908,1529946,0.017247,-0.048723,-0.018092,0.04001,0.068078749,42.131,0.091,34.773,34.773,14.02,25.521,0.191,0.534,0.669,0.223,0.358,0.196,0.326,0.326,0.034,0.398,0,0.181,1.07,0,1.044,0.361,0.943,1.046,26.472,1.219,1.602,1.602,188.895087,16.03736,0.317,0.437,0.649,3.158,0,0.048,0.154,9.061,1.091,0.0055,0.7782,0.0137,0.0537,0.0641
V,201909,1720595,-0.048723,0.039823,0.017181,0.04001,0.079821062,40.079,0.091,33.079,33.079,13.336,24.277,0.191,0.534,0.669,0.223,0.358,0.196,0.326,0.326,0.034,0.398,0,0.181,1.07,0,1.044,0.361,0.943,1.046,26.472,1.219,1.602,1.602,189.0852174,16.04828,0.317,0.437,0.649,3.158,0,0.048,0.154,8.62,1.038,0.0058,0.7766,0.0132,0.0539,0.0641
V,201910,1632070,0.039823,0.033266,0.020432,0.03,0.05596556,41.675,0.091,34.396,34.396,13.868,25.244,0.191,0.534,0.669,0.223,0.358,0.196,0.326,0.326,0.034,0.398,0,0.181,1.07,0,1.044,0.361,0.943,1.046,26.472,1.219,1.602,1.602,189.164913,16.0804,0.317,0.437,0.649,3.158,0,0.048,0.154,8.963,1.079,0.0056,0.777,0.0132,0.0537,0.0639
V,201911,1341115,0.033266,0.018373,0.034047,0.01,0.044116798,38.166,0.092,33.731,34.682,13.753,24.719,0.195,0.526,0.67,0.226,0.36,0.188,0.325,0.325,0.032,0.398,0,0.225,1.042,0,0.953,0.337,0.941,1.092,28.895,1.123,1.563,1.563,199.0626957,16.02284,0.324,0.447,0.662,3.041,0,0.048,0.15,9.286,1.142,0.0065,0.7758,0.0132,0.0535,0.0637
UNH,200912,3335483,0.063132,0.082677,0.017771,0.02,0.163713911,9.839,0.793,9.264,10.059,0.413,5.957,0.01,0.042,0.076,0.135,0.172,0.356,0.363,0.337,0.047,0.258,0,0.244,1.584,0.073,0.302,0.121,0.886,1.601,11.555,0.454,0.814,0.814,274.18124,13.3305,1.524,2.629,3.964,35.95333333,0,0,0,1.547,1.877,0.001,1.0742,0.0184,0.0922,0.1036
UNH,201001,2780953,0.082677,0.026061,-0.036974,0.01,0.110606061,10.653,0.793,10.03,10.891,0.447,6.449,0.01,0.042,0.076,0.135,0.172,0.356,0.363,0.337,0.047,0.258,0,0.244,1.584,0.073,0.302,0.121,0.886,1.601,11.555,0.454,0.814,0.814,135.620875,13.86412,1.524,2.629,3.964,35.9612381,0,0,0,1.675,2.032,0.0009,1.0605,0.0187,0.0924,0.1035
UNH,201002,2186398,0.026061,-0.035145,0.028514,0.01,0.071470762,10.362,0.675,10.199,10.451,0.45,6.968,0.009,0.044,0.074,0.13,0.172,0.342,0.343,0.276,0.046,0.311,0,0.208,1.502,0.194,0.254,0.159,0.869,1.501,11.706,0.498,0.821,0.821,139.2089167,14.06983333,1.517,2.672,3.691,10.14290476,0,0,0,1.66,1.542,0.0009,1.0725,0.0175,0.0911,0.1026
UNH,201003,2622016,-0.035145,-0.071319,0.058796,0.01,0.056932966,9.998,0.675,9.84,10.083,0.434,6.723,0.009,0.044,0.074,0.13,0.172,0.342,0.343,0.276,0.046,0.311,0,0.208,1.502,0.194,0.254,0.159,0.869,1.501,11.706,0.498,0.821,0.821,140.4770833,14.08770833,1.517,2.672,3.691,9.500857143,0,0,0,1.602,1.488,0.0009,1.0566,0.0168,0.0913,0.1025
UNH,201004,2902936,-0.071319,-0.040911,0.014759,0.02,0.119102606,9.17,0.675,9.13,9.355,0.398,6.166,0.009,0.044,0.074,0.13,0.172,0.342,0.343,0.276,0.046,0.311,0,0.208,1.502,0.194,0.254,0.159,0.869,1.501,11.706,0.498,0.821,0.821,140.2612083,14.099625,1.517,2.672,3.691,9.476857143,0,0,0,1.469,1.381,0.001,1.0504,0.0163,0.0915,0.1025
UNH,201005,2003948,-0.040911,-0.018748,-0.081976,0.01,0.059855521,8.872,0.657,8.33,8.402,0.374,5.779,0.009,0.046,0.076,0.135,0.18,0.342,0.341,0.294,0.049,0.292,0,0.224,1.446,0.139,0.271,0.159,0.876,1.511,12.306,0.482,0.823,0.823,245.27496,13.7402,1.523,2.702,3.825,11.9957619,0,0,0,1.359,0.868,0.001,1.0412,0.0161,0.0914,0.1024
UNH,201006,2354304,-0.018748,0.072183,-0.053882,0.01,0.10915493,8.668,0.657,8.138,8.208,0.365,5.646,0.009,0.046,0.076,0.135,0.18,0.342,0.341,0.294,0.049,0.292,0,0.224,1.446,0.139,0.271,0.159,0.876,1.511,12.306,0.482,0.823,0.823,244.27136,13.73168,1.523,2.702,3.825,12.17509524,0,0,0,1.327,0.848,0.0176,1.037,0.0163,0.0913,0.1023
UNH,201007,1840543,0.072183,0.041708,0.068778,0.01,0.118883415,9.293,0.657,8.725,8.801,0.392,6.053,0.009,0.046,0.076,0.135,0.18,0.342,0.341,0.294,0.049,0.292,0,0.224,1.446,0.139,0.271,0.159,0.876,1.511,12.306,0.482,0.823,0.823,243.9052,13.73748,1.523,2.702,3.825,12.18080952,0,0,0,1.423,0.909,0.0164,1.0249,0.016,0.0912,0.102
UNH,201008,1751772,0.041708,0.110813,-0.047449,0.01,0.077238335,9.405,0.784,8.436,8.527,0.397,5.995,0.041,0.048,0.08,0.141,0.186,0.342,0.332,0.272,0.048,0.31,0,0.218,1.334,0.18,0.271,0.159,0.87,1.472,13.653,0.497,0.828,0.828,245.31792,14.22448,1.521,2.738,3.761,10.99366667,0,0,0,1.436,1.33,0.0158,1.0152,0.016,0.0911,0.1018
UNH,201009,1602336,0.110813,0.026773,0.087551,0.01,0.08943321,10.41,0.784,9.338,9.438,0.439,6.635,0.041,0.048,0.08,0.141,0.186,0.342,0.332,0.272,0.048,0.31,0,0.218,1.334,0.18,0.271,0.159,0.87,1.472,13.653,0.497,0.828,0.828,245.23972,14.24728,1.521,2.738,3.761,11.05666667,0,0,0,1.59,1.473,0.0142,1.0147,0.016,0.0911,0.1019
UNH,201010,1719097,0.026773,0.013037,0.036856,0.01,0.100416089,10.688,0.784,9.588,9.691,0.451,6.813,0.041,0.048,0.08,0.141,0.186,0.342,0.332,0.272,0.048,0.31,0,0.218,1.334,0.18,0.271,0.159,0.87,1.472,13.653,0.497,0.828,0.828,245.14352,14.261,1.521,2.738,3.761,11.19733333,0,0,0,1.632,1.512,0.0139,1.0053,0.0163,0.091,0.1016
UNH,201011,1808511,0.013037,-0.007804,-0.00229,0.01,0.06736035,10.389,0.664,9.13,9.222,0.437,6.572,0.069,0.049,0.083,0.146,0.19,0.342,0.33,0.252,0.047,0.308,0,0.219,1.256,0.237,0.264,0.159,0.868,1.461,15.063,0.477,0.797,0.797,250.2174,14.54008,1.519,2.796,3.737,9.283142857,0,0,0,1.568,1.176,0.0137,1.004,0.0158,0.0906,0.1012
UNH,201012,1595831,-0.007804,0.136804,0.0653,0.01,0.083079479,10.273,0.664,9.028,9.119,0.432,6.498,0.069,0.049,0.083,0.146,0.19,0.342,0.33,0.252,0.047,0.308,0,0.219,1.256,0.237,0.264,0.159,0.868,1.461,15.063,0.477,0.797,0.797,250.27648,14.50884,1.519,2.796,3.737,9.258761905,0,0,0,1.551,1.163,0.0138,0.993,0.0156,0.0908,0.1012
UNH,201101,1624373,0.136804,0.037272,0.022646,0.01,0.125700365,11.678,0.664,10.263,10.366,0.491,7.388,0.069,0.049,0.083,0.146,0.19,0.342,0.33,0.252,0.047,0.308,0,0.219,1.256,0.237,0.264,0.159,0.868,1.461,15.063,0.477,0.797,0.797,250.2294,14.50056,1.519,2.796,3.737,9.199380952,0,0,0,1.763,1.322,0.0122,0.9658,0.0169,0.0903,0.1001
UNH,201102,1253030,0.037272,0.064467,0.031957,0.01,0.028886801,11.501,0.659,10.019,10.385,0.495,7.424,0.097,0.049,0.086,0.15,0.187,0.372,0.323,0.251,0.043,0.301,0,0.201,1.221,0.223,0.265,0.168,0.86,1.442,16.765,0.472,0.776,0.776,259.1775217,13.80892,1.542,2.73,3.646,7.627333333,0,0,0,1.803,0.982,0.0117,0.9652,0.0169,0.0903,0.1001
UNH,201103,1219187,0.064467,0.089159,-0.001047,0.01,0.078318584,12.209,0.659,10.635,11.024,0.525,7.881,0.097,0.049,0.086,0.15,0.187,0.372,0.323,0.251,0.043,0.301,0,0.201,1.221,0.223,0.265,0.168,0.86,1.442,16.765,0.472,0.776,0.776,260.6951739,13.82108,1.542,2.73,3.646,7.78765,0,0,0,1.914,1.043,0.0111,0.9652,0.0171,0.0903,0.1002
UNH,201104,1370037,0.089159,-0.005688,0.028495,0.01,0.115376803,13.096,0.659,11.584,12.007,0.563,8.453,0.097,0.049,0.086,0.15,0.187,0.372,0.323,0.251,0.043,0.301,0,0.201,1.221,0.223,0.265,0.168,0.86,1.442,16.765,0.472,0.776,0.776,260.706,13.81948,1.542,2.73,3.646,7.83655,0,0,0,2.053,1.136,0.0102,0.9759,0.0168,0.0901,0.1001
UNH,201105,1583904,-0.005688,0.057048,-0.013501,0.01,0.059448417,13.187,0.546,10.975,11.41,0.55,8.429,0.122,0.05,0.086,0.152,0.19,0.372,0.325,0.249,0.043,0.305,0,0.217,1.189,0.233,0.263,0.168,0.848,1.449,17.445,0.474,0.788,0.788,269.814913,14.7352,1.531,2.815,3.749,9.27055,0,0,0,1.996,0.977,0.0102,0.9285,0.0158,0.088,0.0973
UNH,201106,1659808,0.057048,-0.037805,-0.018258,0.01,0.082396278,13.896,0.546,11.565,12.023,0.58,8.882,0.122,0.05,0.086,0.152,0.19,0.372,0.325,0.249,0.043,0.305,0,0.217,1.189,0.233,0.263,0.168,0.848,1.449,17.445,0.474,0.788,0.788,268.8390435,14.69496,1.531,2.815,3.749,9.1735,0,0,0,2.103,1.03,0.0126,0.9301,0.0155,0.0877,0.097
UNH,201107,1482739,-0.037805,-0.042515,-0.021474,0.01,0.070521862,13.371,0.546,11.128,11.569,0.558,8.546,0.122,0.05,0.086,0.152,0.19,0.372,0.325,0.249,0.043,0.305,0,0.217,1.189,0.233,0.263,0.168,0.848,1.449,17.445,0.474,0.788,0.788,268.5997391,14.697,1.531,2.815,3.749,9.19035,0,0,0,2.024,0.991,0.0131,0.9366,0.0149,0.0876,0.097
